                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    114,                0.81167,                 1.1575,                 1.1923,                0.82353,                0.57982,                0.71766,                0.44252,                0.95053,                 1.2932,                 1.3569,              0.0057957,              0.0057957,              0.0057957
                    115,                0.78504,                 1.0586,                  1.177,                0.82354,                0.57984,                0.72978,                0.44379,                0.94568,                 1.2847,                 1.3636,              0.0057808,              0.0057808,              0.0057808
                    116,                0.79644,                 1.1319,                 1.1914,                0.72973,                 0.6697,                0.72087,                0.43503,                0.98132,                 1.3425,                 1.3778,               0.005766,               0.005766,               0.005766
                    117,                0.79304,                 1.0757,                 1.1849,                0.80253,                0.60909,                 0.7332,                0.43255,                 0.9869,                 1.2958,                 1.4401,              0.0057512,              0.0057512,              0.0057512
                    118,                 0.7755,                 1.0528,                 1.1537,                0.74018,                0.63333,                0.71687,                0.41208,                0.97546,                 1.3546,                 1.4085,              0.0057364,              0.0057364,              0.0057364
                    119,                0.76713,                 1.0389,                 1.1563,                0.76596,                0.65455,                0.72227,                0.43343,                0.96558,                  1.284,                 1.4147,              0.0057216,              0.0057216,              0.0057216
                    120,                0.78914,                 1.0632,                 1.1764,                0.73219,                0.64242,                0.71338,                0.42473,                0.99069,                 1.3335,                 1.4299,              0.0057068,              0.0057068,              0.0057068
                    121,                0.80663,                 1.0915,                 1.1607,                0.72859,                0.61824,                0.71006,                0.43794,                 0.9493,                 1.3099,                 1.3813,              0.0056919,              0.0056919,              0.0056919
                    122,                0.77673,                 1.0009,                 1.1487,                0.69334,                0.60606,                0.67735,                0.40022,                0.99727,                 1.3904,                 1.4095,              0.0056771,              0.0056771,              0.0056771
                    123,                0.79321,                 1.0888,                 1.1796,                0.81395,                0.62309,                 0.7414,                0.45113,                0.98246,                 1.2437,                 1.4062,              0.0056623,              0.0056623,              0.0056623
